url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
https://bj.lianjia.com/chengjiao/101100783551.html,101100783551,116.268601,39.933567,1111027377818,2016-12-02,33,20,850,79417,107.03,2,1,1,2,9,4,2005,4,6,0.2,1,1,0,8,91180
https://bj.lianjia.com/chengjiao/101101851802.html,101101851802,116.371815,40.022013,1111027375613,2017-07-30,7,16,898,75412,119.08,2,1,1,2,15,4,2004,4,6,0.333,1,1,0,7,81581
https://bj.lianjia.com/chengjiao/101101698779.html,101101698779,116.456795,39.973905,1111027380148,2017-10-12,120,0,2160,71434,302.38,4,2,1,3,28,4,2002,4,6,0.5,1,1,1,7,86465
https://bj.lianjia.com/chengjiao/101101305500.html,101101305500,116.521561,39.923289,1111027374631,2017-03-16,7,14,299.5,72396,41.37,1,1,1,1,16,3,1989,4,6,0.286,1,0,1,7,54975
https://bj.lianjia.com/chengjiao/101100441376.html,101100441376,116.367137,40.040209,1111027382073,2016-08-20,6,13,345,59907,57.59,2,1,1,1,6,4,1998,4,2,0.333,0,1,1,8,64588
https://bj.lianjia.com/chengjiao/101101709261.html,101101709261,116.488832,39.932702,1111027380005,2017-08-16,60,55,350,60775,57.59,2,1,1,1,6,4,1986,3,2,0.5,0,1,1,7,61237
https://bj.lianjia.com/chengjiao/101102329557.html,101102329557,116.467356,39.906024,1111027379302,2017-12-23,32,73,308,49202,62.6,2,1,1,1,7,4,1982,3,2,0.25,0,1,1,7,60436
https://bj.lianjia.com/chengjiao/BJXC91648749.html,BJXC91648749,116.389264,39.886874,1111027376481,2016-03-08,1,2,720,65236,110.37,2,1,1,1,16,1,2004,3,6,0.3,1,1,1,10,91507
https://bj.lianjia.com/chengjiao/BJSY88000312.html,BJSY88000312,116.636725,40.031531,1111027381757,2014-11-19,1,0,143,14676,97.44,2,1,1,1,7,4,1999,1,2,0.5,0,0,0,13,30962
https://bj.lianjia.com/chengjiao/BJHD89098870.html,BJHD89098870,116.268601,39.933567,1111027377818,2015-03-27,1,0,550,50279,109.39,2,1,1,1,9,4,2005,1,6,0.2,1,0,0,8,91180
https://bj.lianjia.com/chengjiao/BJFT90395506.html,BJFT90395506,116.395716,39.846811,1111027382238,2015-12-24,1,10,678.5,38005,178.53,5,2,2,2,11,4,2007,4,6,0.5,1,1,1,2,60067
https://bj.lianjia.com/chengjiao/BJHD89824871.html,BJHD89824871,116.333303,39.974734,1111027379682,2015-08-23,1,28,313,62600,50,2,1,1,1,6,4,1985,4,2,0.333,0,1,1,8,89988
https://bj.lianjia.com/chengjiao/BJSJ91770229.html,BJSJ91770229,116.196292,39.931247,1111027381305,2016-03-19,1,3,232,33106,70.08,2,1,1,1,22,3,2004,3,6,0.4,1,1,0,9,50041
https://bj.lianjia.com/chengjiao/101092203075.html,101092203075,116.341759,39.755588,1111027376441,2016-07-14,60,40,220,34554,63.67,1,1,1,1,18,3,2007,3,6,0.333,1,0,1,4,46505
https://bj.lianjia.com/chengjiao/101100508300.html,101100508300,116.385168,39.900454,1111027376564,2016-09-26,28,49,524,109281,47.95,1,1,1,1,18,1,1999,4,6,0.143,1,1,1,10,106865
https://bj.lianjia.com/chengjiao/101102075878.html,101102075878,116.444356,39.932936,1111027377769,2017-09-18,5,10,2000,59954,333.59,5,2,1,2,5,4,2003,3,6,0.5,1,1,1,7,83273
https://bj.lianjia.com/chengjiao/101100719069.html,101100719069,116.497474,39.810115,1111027377957,2017-01-03,82,15,150,41448,36.19,1,0,1,1,24,1,2009,4,6,0.25,1,0,1,3,54282
https://bj.lianjia.com/chengjiao/BJCY91764086.html,BJCY91764086,116.42796,40.041263,1111027376276,2016-04-04,1,23,235,43136,54.48,2,1,1,1,6,4,1984,3,2,0.333,0,1,1,7,56356
https://bj.lianjia.com/chengjiao/BJSY86499338.html,BJSY86499338,116.673369,40.111803,1111027379636,2014-01-05,1,9,153,18443,82.96,2,1,1,1,6,4,2002,1,2,0.5,0,0,0,13,35434
https://bj.lianjia.com/chengjiao/BJCP90316662.html,BJCP90316662,116.315445,40.074203,1111047349969,2016-01-01,1,4,268,30640,87.47,2,1,1,1,28,4,2013,1,6,0.667,1,0,0,6,45536
https://bj.lianjia.com/chengjiao/101100223000.html,101100223000,116.330357,39.692063,1111041787770,2016-07-17,24,45,240,28236,85,2,1,1,1,26,3,2014,1,6,0.125,1,0,1,4,43597
https://bj.lianjia.com/chengjiao/101100422514.html,101100422514,116.446371,39.964132,1111027377871,2016-08-26,16,3,360,78261,46,1,1,1,1,24,1,1997,3,6,0.3,1,0,0,7,73469
https://bj.lianjia.com/chengjiao/BJCP86041448.html,BJCP86041448,116.432684,40.077562,1111027380057,2013-06-20,1,0,148.2,14246,104,2,1,1,1,6,4,2007,1,2,0.5,0,0,0,6,38384
https://bj.lianjia.com/chengjiao/101100646403.html,101100646403,116.482231,40.009521,1111027380322,2016-10-15,17,22,482,64534,74.69,2,1,1,1,6,4,1997,3,2,0.5,0,0,1,7,66864
https://bj.lianjia.com/chengjiao/BJDX87479523.html,BJDX87479523,116.335491,39.780886,1111027375995,2014-05-13,1,2,293,32212,90.96,3,2,1,1,24,3,2013,2,6,0.5,1,0,1,4,56901
https://bj.lianjia.com/chengjiao/BJCY02072665.html,BJCY02072665,116.480977,39.886406,1111027378258,2011-10-31,1,0,102.5,22479,45.6,1,1,1,1,6,4,1992,1,4,0.5,0,0,1,7,59606
https://bj.lianjia.com/chengjiao/101100309746.html,101100309746,116.33544500000001,39.737634,1111027381667,2016-09-12,61,10,400,43460,92.04,2,1,1,1,15,4,2009,1,6,0.667,1,0,1,4,43252
https://bj.lianjia.com/chengjiao/BJCP90783653.html,BJCP90783653,116.330198,40.074228,1111027381003,2015-11-08,1,6,297,29576,100.42,2,2,1,1,20,4,2007,4,6,0.667,1,1,1,6,50205
https://bj.lianjia.com/chengjiao/101100358971.html,101100358971,116.509143,39.925387,1111027375038,2016-07-31,5,8,433,47962,90.28,2,1,1,1,33,1,2008,3,6,0.3,1,1,1,7,56336
https://bj.lianjia.com/chengjiao/BJCY85291191.html,BJCY85291191,116.427682,40.050832,1111027376254,2012-12-30,1,0,280,28045,99.84,2,2,1,2,25,1,2004,1,6,0.3,1,0,1,7,46667
https://bj.lianjia.com/chengjiao/BJCY92042773.html,BJCY92042773,116.505445,39.939085,1111027379229,2016-05-05,1,41,175,38202,45.81,1,1,1,1,6,4,1993,3,2,0.5,0,1,0,7,58964
